framework,project,bug_id,bug_type,SL_ppc,SL_rc,SL_fppt,SL_fppcl,SL_uts,SL_mts,SL_errtf,SL_errce,SL_tpc,SH_ppc,SH_rc,SH_fppt,SH_fppcl,SH_uts,SH_mts,SH_errtf,SH_errce,SH_tpc,SF_ppc,SF_rc,SF_fppt,SF_fppcl,SF_uts,SF_mts,SF_errtf,SF_errce,SF_tpc,max_conv_length,comment
defects4j,Lang,24,SL SH SF,1,1187,1,1,1,200,0,0,1,1,1228,1,1,1,200,0,0,1,1,166646,64,1,64,100,54,9,64,3,
defects4j,Lang,25,SH SF,,,,,,,,,,0,94030,,,200,200,0,200,200,0,42260,,,100,100,0,100,100,3,
defects4j,Lang,26,SL SH SF,1,368,1,1,1,200,0,0,1,1,376,1,1,1,200,0,0,1,1,3037,5,2,5,100,2,2,5,3,
defects4j,Lang,27,SF,,,,,,,,,,,,,,,,,,,1,83278,26,2,26,100,9,16,26,3,
defects4j,Lang,28,SF,,,,,,,,,,,,,,,,,,,1,1900,2,2,2,100,0,1,2,3,
defects4j,Lang,29,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,30,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,31,SF,,,,,,,,,,,,,,,,,,,0,48946,,,100,100,0,100,100,3,
defects4j,Lang,32,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,33,SL SH SF,1,410,1,1,1,200,0,0,1,1,418,1,1,1,200,0,0,1,1,437,1,1,1,100,0,0,1,3,
defects4j,Lang,34,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,35,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,36,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,37,SF,,,,,,,,,,,,,,,,,,,1,31480,34,1,34,100,18,15,34,3,
defects4j,Lang,38,SL SH SF,1,51814,98,2,98,200,54,43,98,1,59463,100,1,100,200,41,58,100,0,72946,,,100,100,71,29,100,3,
defects4j,Lang,39,SH SF,,,,,,,,,,1,1399,1,1,1,200,0,0,1,1,11406,4,1,4,100,3,0,4,3,
defects4j,Lang,40,SH SF,,,,,,,,,,0,105475,,,200,200,141,59,200,1,4199,8,2,8,100,5,2,8,3,
defects4j,Lang,41,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,42,SF,,,,,,,,,,,,,,,,,,,1,4095,5,2,5,100,3,1,5,3,
defects4j,Lang,43,SL SH SF,1,19442,27,3,27,200,4,22,27,1,618,1,1,1,200,0,0,1,0,128162,,,100,100,49,51,100,3,
defects4j,Lang,44,SH SF,,,,,,,,,,1,219918,100,1,100,200,41,58,100,1,10031,4,1,4,100,3,0,4,3,
defects4j,Lang,45,SH SF,,,,,,,,,,1,690,1,1,1,200,0,0,1,1,902,1,1,1,100,0,0,1,3,
defects4j,Lang,46,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,47,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,48,SF,,,,,,,,,,,,,,,,,,,0,185255,,,100,100,24,76,100,3,
defects4j,Lang,49,SH SF,,,,,,,,,,0,113075,,,200,200,0,200,200,0,59093,,,100,100,84,16,100,3,
defects4j,Lang,50,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,51,SL SH SF,1,3604,4,1,4,200,3,0,4,1,17970,16,1,16,200,1,14,16,1,852,1,1,1,100,0,0,1,3,
defects4j,Lang,52,SH SF,,,,,,,,,,1,784,1,1,1,200,0,0,1,1,29878,19,1,19,100,8,10,19,3,
defects4j,Lang,53,SF,,,,,,,,,,,,,,,,,,,1,145978,52,1,52,100,30,21,52,3,
defects4j,Lang,54,SH SF,,,,,,,,,,0,220375,,,200,200,4,196,200,0,137860,,,100,100,84,16,100,3,
defects4j,Lang,55,SF,,,,,,,,,,,,,,,,,,,1,22684,40,1,40,100,6,33,40,3,
defects4j,Lang,56,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,57,SL SH SF,1,5660,10,1,10,200,1,8,10,1,9777,19,1,19,200,1,17,19,1,2120,4,1,4,100,1,2,4,3,
defects4j,Lang,58,SH SF,,,,,,,,,,1,6337,4,1,4,200,3,0,4,1,5929,2,2,2,100,1,0,2,3,
defects4j,Lang,59,SL SH SF,1,2434,4,1,4,200,1,2,4,1,3459,5,2,5,200,1,3,5,1,685,1,1,1,100,0,0,1,3,
defects4j,Lang,60,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,61,SL SH SF,1,514,1,1,1,200,0,0,1,1,519,1,1,1,200,0,0,1,1,699,1,1,1,100,0,0,1,3,
defects4j,Lang,62,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,63,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,64,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Lang,65,SF,,,,,,,,,,,,,,,,,,,0,272111,,,100,100,75,25,100,3,
defects4j,Math,1,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,2,SL SH SF,1,4177,8,2,8,200,3,4,8,1,3287,6,3,6,200,4,1,6,1,1707,3,3,3,100,2,0,3,3,
defects4j,Math,3,SF,,,,,,,,,,,,,,,,,,,1,1463,1,1,1,100,0,0,1,3,
defects4j,Math,4,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,5,SL SH SF,1,493,1,1,1,200,0,0,1,1,501,1,1,1,200,0,0,1,1,605,1,1,1,100,0,0,1,3,
defects4j,Math,6,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,7,SF,,,,,,,,,,,,,,,,,,,0,113969,,,100,100,0,100,100,3,
defects4j,Math,8,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,9,SH SF,,,,,,,,,,0,103822,,,200,200,45,155,200,0,53845,,,100,100,29,71,100,3,
defects4j,Math,10,SL SH SF,1,6562,4,1,4,200,3,0,4,1,90367,55,1,55,200,34,20,55,0,252275,,,100,100,67,33,100,3,
defects4j,Math,11,SL SH SF,1,34506,58,1,58,200,8,49,58,0,124183,,,200,200,0,200,200,1,3172,4,1,4,100,1,2,4,3,
defects4j,Math,12,SF,,,,,,,,,,,,,,,,,,,0,60625,,,100,100,0,100,100,3,
defects4j,Math,13,SF,,,,,,,,,,,,,,,,,,,0,88833,,,100,100,5,95,100,3,
defects4j,Math,14,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,15,SL SH SF,0,323340,,,200,200,0,200,200,0,374722,,,200,200,0,200,200,0,341477,,,100,100,0,100,100,3,
defects4j,Math,16,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,17,SF,,,,,,,,,,,,,,,,,,,0,67138,,,100,100,2,98,100,3,
defects4j,Math,18,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,19,SH SF,,,,,,,,,,1,25616,20,2,20,200,1,18,20,1,19318,10,1,10,100,6,3,10,3,
defects4j,Math,20,SH SF,,,,,,,,,,0,115070,,,200,200,0,200,200,1,25046,34,1,34,100,8,25,34,3,
defects4j,Math,21,SF,,,,,,,,,,,,,,,,,,,0,256043,,,100,100,64,36,100,3,
defects4j,Math,22,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,23,SF,,,,,,,,,,,,,,,,,,,1,2504,1,1,1,100,0,0,1,3,
defects4j,Math,24,SF,,,,,,,,,,,,,,,,,,,1,197278,65,2,65,100,20,44,65,3,
defects4j,Math,25,SF,,,,,,,,,,,,,,,,,,,1,9637,4,1,4,100,1,2,4,3,
defects4j,Math,26,SF,,,,,,,,,,,,,,,,,,,1,134431,68,2,68,100,39,28,68,3,
defects4j,Math,27,SL SH SF,1,60763,122,2,122,200,6,115,122,1,22692,44,2,44,200,9,34,44,0,55492,,,100,100,0,100,100,3,
defects4j,Math,28,SF,,,,,,,,,,,,,,,,,,,1,48879,22,1,22,100,5,16,22,3,
defects4j,Math,29,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,30,SL SH SF,1,567,1,1,1,200,0,0,1,1,519,1,1,1,200,0,0,1,1,656,1,1,1,100,0,0,1,3,
defects4j,Math,31,SF,,,,,,,,,,,,,,,,,,,0,225832,,,100,100,63,37,100,3,
defects4j,Math,32,SL SH SF,1,2838,3,3,3,200,2,0,3,1,4779,4,1,4,200,0,3,4,1,12969,8,2,8,100,2,5,8,3,
defects4j,Math,33,SL SH SF,1,44723,54,3,54,200,23,30,54,0,174878,,,200,200,88,112,200,0,154151,,,100,100,34,66,100,3,
defects4j,Math,34,SL SH SF,1,8719,16,1,16,200,8,7,16,1,4634,10,1,10,200,5,4,10,1,340,1,1,1,100,0,0,1,3,
defects4j,Math,35,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,36,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,37,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,38,SF,,,,,,,,,,,,,,,,,,,0,396879,,,100,100,0,100,100,3,
defects4j,Math,39,SH SF,,,,,,,,,,1,316031,157,1,157,200,26,130,157,1,126042,40,1,40,100,4,35,40,3,
defects4j,Math,40,SF,,,,,,,,,,,,,,,,,,,0,381828,,,100,100,5,95,100,3,
defects4j,Math,41,SL SH SF,1,631,1,1,1,200,0,0,1,1,635,1,1,1,200,0,0,1,1,867,1,1,1,100,0,0,1,3,
defects4j,Math,42,SF,,,,,,,,,,,,,,,,,,,0,148928,,,100,100,73,27,100,3,
defects4j,Math,43,SF,,,,,,,,,,,,,,,,,,,0,98920,,,100,100,58,42,100,3,
defects4j,Math,44,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,45,SH SF,,,,,,,,,,1,2761,5,2,5,200,0,4,5,1,3320,5,2,5,100,0,4,5,3,
defects4j,Math,46,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,47,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,48,SH SF,,,,,,,,,,0,374562,,,200,200,2,198,200,0,317561,,,100,100,1,99,100,3,
defects4j,Math,49,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,50,SH SF,,,,,,,,,,1,2685,2,2,2,200,1,0,2,0,312624,,,100,100,1,99,100,3,
defects4j,Math,51,SF,,,,,,,,,,,,,,,,,,,0,305658,,,100,100,9,91,100,3,
defects4j,Math,52,SF,,,,,,,,,,,,,,,,,,,0,307497,,,100,100,8,92,100,3,
defects4j,Math,53,SH SF,,,,,,,,,,1,5736,10,1,10,200,0,9,10,1,401,1,1,1,100,0,0,1,3,
defects4j,Math,54,SL SH SF,0,199127,,,200,200,0,200,200,0,229704,,,200,200,0,200,200,0,192301,,,100,100,0,100,100,3,
defects4j,Math,55,SF,,,,,,,,,,,,,,,,,,,0,141218,,,100,100,46,54,100,3,
defects4j,Math,56,SH SF,,,,,,,,,,1,78146,97,1,97,200,49,47,97,1,5045,5,2,5,100,3,1,5,3,
defects4j,Math,57,SL SH SF,1,1242,1,1,1,200,0,0,1,1,1266,1,1,1,200,0,0,1,1,72408,26,2,26,100,0,25,26,3,
defects4j,Math,58,SL SH SF,0,111089,,,200,200,27,173,200,0,121171,,,200,200,61,139,200,0,69307,,,100,100,25,75,100,3,
defects4j,Math,59,SL SH SF,1,402,1,1,1,200,0,0,1,1,411,1,1,1,200,0,0,1,1,415,1,1,1,100,0,0,1,3,
defects4j,Math,60,SF,,,,,,,,,,,,,,,,,,,1,1567,2,2,2,100,1,0,2,3,
defects4j,Math,61,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,62,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,63,SL SH SF,1,6046,11,2,11,200,3,7,11,1,43270,78,3,78,200,36,41,78,0,66473,,,100,100,52,48,100,3,
defects4j,Math,64,SF,,,,,,,,,,,,,,,,,,,0,359821,,,100,100,0,100,100,3,
defects4j,Math,65,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,66,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,67,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,68,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,69,SL SH SF,1,11658,17,2,17,200,14,2,17,1,59079,83,2,83,200,59,23,83,1,9597,10,1,10,100,8,1,10,3,
defects4j,Math,70,SL SH SF,1,21730,29,2,29,200,3,25,29,1,28300,44,2,44,200,1,42,44,1,17061,13,1,13,100,1,11,13,3,
defects4j,Math,71,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,72,SF,,,,,,,,,,,,,,,,,,,1,28326,13,1,13,100,6,6,13,3,
defects4j,Math,73,SH SF,,,,,,,,,,1,21592,16,1,16,200,0,15,16,1,894,1,1,1,100,0,0,1,3,
defects4j,Math,74,SF,,,,,,,,,,,,,,,,,,,0,337134,,,100,100,9,91,100,3,
defects4j,Math,75,SL SH SF,0,99862,,,200,200,36,164,200,0,108843,,,200,200,39,161,200,0,60283,,,100,100,31,69,100,3,
defects4j,Math,76,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,77,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,78,SF,,,,,,,,,,,,,,,,,,,0,296880,,,100,100,14,86,100,3,
defects4j,Math,79,SF,,,,,,,,,,,,,,,,,,,1,471,1,1,1,100,0,0,1,3,
defects4j,Math,80,SL SH SF,1,523,1,1,1,200,0,0,1,1,531,1,1,1,200,0,0,1,1,21391,23,2,23,100,13,9,23,3,
defects4j,Math,81,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,82,SL SH SF,1,500,1,1,1,200,0,0,1,1,509,1,1,1,200,0,0,1,1,3388,4,1,4,100,2,1,4,3,
defects4j,Math,83,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,84,SF,,,,,,,,,,,,,,,,,,,1,45762,31,1,31,100,0,30,31,3,
defects4j,Math,85,SL SH SF,1,13378,11,2,11,200,4,6,11,0,272121,,,200,200,5,195,200,0,214981,,,100,100,39,61,100,3,
defects4j,Math,86,SF,,,,,,,,,,,,,,,,,,,1,12532,7,1,7,100,4,2,7,3,
defects4j,Math,87,SF,,,,,,,,,,,,,,,,,,,1,9754,13,1,13,100,9,3,13,3,
defects4j,Math,88,SF,,,,,,,,,,,,,,,,,,,0,131541,,,100,100,52,48,100,3,
defects4j,Math,89,SF,,,,,,,,,,,,,,,,,,,1,365,1,1,1,100,0,0,1,3,
defects4j,Math,90,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,91,SH SF,,,,,,,,,,1,3993,7,1,7,200,1,5,7,1,485,1,1,1,100,0,0,1,3,
defects4j,Math,92,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,93,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,94,SL SH SF,1,897,1,1,1,200,0,0,1,1,159564,109,1,109,200,0,108,109,1,23318,13,1,13,100,2,10,13,3,
defects4j,Math,95,SF,,,,,,,,,,,,,,,,,,,1,2391,4,1,4,100,0,3,4,3,
defects4j,Math,96,SL SH SF,1,15907,23,2,23,200,18,4,23,1,1509,2,2,2,200,1,0,2,1,48690,53,2,53,100,33,19,53,3,
defects4j,Math,97,SF,,,,,,,,,,,,,,,,,,,0,137600,,,100,100,4,96,100,3,
defects4j,Math,98,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,99,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,100,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Math,101,SH SF,,,,,,,,,,0,206854,,,200,200,0,200,200,1,6443,4,1,4,100,3,0,4,3,
defects4j,Math,102,SF,,,,,,,,,,,,,,,,,,,0,103093,,,100,100,70,30,100,3,
defects4j,Math,103,SF,,,,,,,,,,,,,,,,,,,1,20955,28,1,28,100,2,25,28,3,
defects4j,Math,104,SL SH SF,0,100149,,,200,200,0,200,200,0,99516,,,200,200,0,200,200,0,54904,,,100,100,0,100,100,3,
defects4j,Math,105,SL SH SF,1,2282,4,1,4,200,1,2,4,1,7281,13,1,13,200,9,3,13,1,12442,20,2,20,100,19,0,20,3,
defects4j,Math,106,SF,,,,,,,,,,,,,,,,,,,1,19645,10,1,10,100,8,1,10,3,
defects4j,Mockito,1,SH SF,,,,,,,,,,1,41084,42,3,42,200,13,28,42,1,4475,4,1,4,100,0,3,4,3,
defects4j,Mockito,2,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,3,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,4,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,5,SL SH SF,0,126886,,,200,200,1,199,200,0,140497,,,200,200,0,200,200,0,86612,,,100,100,20,80,100,3,
defects4j,Mockito,6,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,7,SL SH SF,0,115841,,,200,200,27,173,200,0,120241,,,200,200,83,117,200,0,64821,,,100,100,50,50,100,3,
defects4j,Mockito,8,SL SH SF,1,138677,177,3,177,200,61,115,177,0,172655,,,200,200,0,200,200,1,104803,85,1,85,100,2,82,85,3,
defects4j,Mockito,9,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,10,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,11,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,12,SF,,,,,,,,,,,,,,,,,,,1,542,1,1,1,100,0,0,1,3,
defects4j,Mockito,13,SF,,,,,,,,,,,,,,,,,,,1,1314,1,1,1,100,0,0,1,3,
defects4j,Mockito,14,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,15,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,16,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,17,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,18,SH SF,,,,,,,,,,0,104228,,,200,200,0,200,200,0,45578,,,100,100,0,100,100,3,
defects4j,Mockito,19,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,20,SF,,,,,,,,,,,,,,,,,,,0,157318,,,100,100,21,79,100,3,
defects4j,Mockito,21,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,22,SH SF,,,,,,,,,,0,133441,,,200,200,1,199,200,1,497,1,1,1,100,0,0,1,3,
defects4j,Mockito,23,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,24,SL SH SF,1,1224,2,2,2,200,1,0,2,1,2932,4,1,4,200,0,3,4,1,716,1,1,1,100,0,0,1,3,
defects4j,Mockito,25,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,26,SL SH SF,0,157775,,,200,200,180,20,200,1,132854,170,2,170,200,139,30,170,1,133456,97,1,97,100,12,84,97,3,
defects4j,Mockito,27,SH SF,,,,,,,,,,0,133515,,,200,200,20,180,200,0,79845,,,100,100,11,89,100,3,
defects4j,Mockito,28,SH SF,,,,,,,,,,0,126166,,,200,200,1,199,200,1,4913,6,3,6,100,4,1,6,3,
defects4j,Mockito,29,SL SH SF,1,428,1,1,1,200,0,0,1,1,436,1,1,1,200,0,0,1,1,407,1,1,1,100,0,0,1,3,
defects4j,Mockito,30,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,31,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,32,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,33,SF,,,,,,,,,,,,,,,,,,,1,4407,7,1,7,100,0,6,7,3,
defects4j,Mockito,34,SL SH SF,1,420,1,1,1,200,0,0,1,0,124044,,,200,200,0,200,200,1,477,1,1,1,100,0,0,1,3,
defects4j,Mockito,35,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,36,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,37,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Mockito,38,SL SH SF,1,2163,4,1,4,200,0,3,4,1,8530,16,1,16,200,2,13,16,1,400,1,1,1,100,0,0,1,3,
defects4j,Time,1,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,2,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,3,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,4,SL SH SF,1,15235,12,3,12,200,4,7,12,0,222855,,,200,200,6,194,200,0,174440,,,100,100,44,56,100,3,
defects4j,Time,5,SF,,,,,,,,,,,,,,,,,,,0,140281,,,100,100,47,53,100,3,
defects4j,Time,6,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,7,SF,,,,,,,,,,,,,,,,,,,0,150085,,,100,100,11,89,100,3,
defects4j,Time,8,SF,,,,,,,,,,,,,,,,,,,0,106865,,,100,100,93,7,100,3,
defects4j,Time,9,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,10,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,11,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,12,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,13,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,14,SF,,,,,,,,,,,,,,,,,,,0,144543,,,100,100,0,100,100,3,
defects4j,Time,15,SH SF,,,,,,,,,,1,838,1,1,1,200,0,0,1,1,5537,7,1,7,100,4,2,7,3,
defects4j,Time,16,SL SH SF,0,223549,,,200,200,43,157,200,0,186474,,,200,200,5,195,200,0,137999,,,100,100,35,65,100,3,
defects4j,Time,17,SF,,,,,,,,,,,,,,,,,,,1,15634,13,1,13,100,9,3,13,3,
defects4j,Time,18,SF,,,,,,,,,,,,,,,,,,,1,11802,8,2,8,100,4,3,8,3,
defects4j,Time,19,SL SH SF,1,968,1,1,1,200,0,0,1,1,3757,4,1,4,200,0,3,4,0,138205,,,100,100,58,42,100,3,
defects4j,Time,20,SF,,,,,,,,,,,,,,,,,,,1,541,1,1,1,100,0,0,1,3,
defects4j,Time,22,SF,,,,,,,,,,,,,,,,,,,0,81611,,,100,100,5,95,100,3,
defects4j,Time,23,SF,,,,,,,,,,,,,,,,,,,0,197000,,,100,100,81,19,100,3,
defects4j,Time,24,SH SF,,,,,,,,,,0,269301,,,200,200,32,168,200,0,186489,,,100,100,12,88,100,3,
defects4j,Time,25,SH SF,,,,,,,,,,0,215358,,,200,200,145,55,200,0,131054,,,100,100,72,28,100,3,
defects4j,Time,26,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Not SL, SH or SF bug. "
defects4j,Time,27,SF,,,,,,,,,,,,,,,,,,,0,128053,,,100,100,31,69,100,3,
